"x"
"1";1
"2";3
"3";4
"4";6
"5";7
"6";8
"7";10
"8";11
"9";12
"10";13
"11";14
"12";15
"13";16
"14";17
"15";18
"16";19
"17";21
"18";23
"19";25
"20";26
"21";27
"22";28
"23";29
"24";30
"25";31
"26";32
"27";33
"28";34
"29";36
"30";38
"31";39
"32";40
"33";41
"34";42
"35";43
"36";46
"37";48
"38";51
"39";52
"40";53
"41";54
"42";57
"43";58
"44";60
"45";61
"46";62
"47";63
"48";65
"49";77
"50";78
"51";79
"52";80
"53";81
"54";82
"55";84
"56";85
"57";86
"58";87
"59";88
"60";89
"61";90
"62";91
"63";93
"64";94
"65";95
"66";96
"67";97
"68";98
"69";99
"70";100
"71";101
"72";102
"73";103
"74";104
"75";105
"76";106
"77";107
"78";108
"79";109
"80";110
"81";111
"82";112
"83";113
"84";114
"85";115
"86";116
"87";117
"88";118
"89";119
"90";120
"91";121
"92";122
"93";123
"94";124
"95";128
"96";130
"97";131
"98";134
"99";136
"100";138
"101";139
"102";141
"103";144
"104";148
"105";149
"106";150
"107";152
"108";154
"109";155
"110";156
"111";157
"112";158
"113";159
"114";160
"115";161
"116";162
"117";163
"118";164
"119";165
"120";166
"121";167
"122";168
"123";169
"124";170
"125";171
"126";175
"127";176
"128";177
"129";178
"130";179
"131";180
"132";181
"133";182
"134";183
"135";184
"136";185
"137";186
"138";187
"139";188
"140";189
"141";190
"142";191
"143";192
"144";193
"145";194
"146";195
"147";196
"148";197
"149";200
"150";201
"151";206
"152";207
